Age,Attrition,BusinessTravel,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
31,Yes,Travel_Frequently,2,3,3,2,1,Sales Representative,4,2785,7,No,3,0,3,3,4,1,0,0
35,Yes,Travel_Frequently,18,4,4,3,2,Sales Executive,3,4614,0,Yes,3,1,5,0,2,4,3,2
38,No,Travel_Frequently,7,3,4,4,1,Research Scientist,3,2610,1,No,4,3,4,2,3,4,0,3
34,No,Travel_Rarely,2,4,3,3,2,Healthcare Representative,4,6687,1,No,4,0,14,2,4,14,4,11
28,No,Travel_Rarely,26,3,3,2,2,Sales Executive,1,4724,1,No,3,1,5,0,3,5,0,4
31,Yes,Travel_Rarely,22,4,4,3,2,Manufacturing Director,3,6179,1,Yes,4,2,10,3,2,10,6,7
39,No,Travel_Rarely,21,4,1,2,2,Sales Executive,4,6120,3,Yes,4,2,8,2,4,5,1,4
51,No,Travel_Frequently,2,3,2,3,3,Sales Executive,2,10596,2,No,2,0,14,5,3,4,3,2
41,No,Travel_Frequently,22,3,4,3,2,Research Scientist,4,5467,3,Yes,1,2,12,4,2,6,3,3
37,No,Travel_Rarely,4,1,3,3,1,Research Scientist,3,2996,7,Yes,4,0,8,2,3,6,1,3
33,No,Travel_Frequently,5,1,2,3,2,Sales Executive,4,9998,6,No,1,0,8,2,4,5,1,2
32,No,Travel_Rarely,2,1,3,3,2,Sales Executive,2,4078,0,Yes,1,3,4,3,2,3,1,2
39,No,Non-Travel,25,2,3,3,3,Healthcare Representative,3,10920,3,No,2,1,13,2,3,6,0,5
25,No,Travel_Rarely,18,1,1,4,2,Sales Executive,3,6232,2,No,2,0,6,3,2,3,1,2
52,No,Travel_Frequently,28,2,4,4,4,Manufacturing Director,3,13247,2,Yes,2,1,24,3,2,5,0,2
43,No,Travel_Rarely,6,3,1,2,2,Research Scientist,3,4081,1,Yes,1,0,20,3,1,20,1,8
27,No,Travel_Rarely,10,3,4,2,2,Sales Executive,4,5769,1,Yes,4,0,6,3,3,6,4,4
27,Yes,Travel_Rarely,17,4,4,3,1,Research Scientist,3,2394,1,Yes,4,0,8,2,3,8,7,7
26,No,Travel_Rarely,2,1,1,2,1,Research Scientist,4,3904,0,No,4,0,5,2,3,4,1,1
42,No,Travel_Rarely,10,3,3,3,4,Manager,1,16799,0,No,3,1,21,5,3,20,0,9
52,No,Travel_Rarely,8,4,3,3,1,Laboratory Technician,1,2950,9,No,3,0,12,2,1,5,0,4
37,No,Travel_Rarely,11,3,1,3,1,Laboratory Technician,3,3629,4,No,1,0,8,6,3,3,0,2
35,No,Travel_Frequently,18,2,3,3,3,Manufacturing Director,4,9362,2,No,3,0,10,2,3,2,2,2
25,No,Travel_Rarely,1,3,1,3,1,Laboratory Technician,4,3229,4,No,2,1,7,2,2,3,0,2
26,No,Travel_Rarely,7,3,3,4,1,Laboratory Technician,1,3578,0,No,4,0,8,2,3,7,0,7
29,No,Travel_Rarely,17,3,2,2,3,Human Resources,1,7988,1,No,1,0,10,3,2,10,0,9
49,Yes,Travel_Frequently,28,2,1,2,2,Laboratory Technician,1,4284,3,No,1,0,20,2,3,4,1,3
29,Yes,Travel_Frequently,14,1,3,3,3,Healthcare Representative,4,7553,0,Yes,1,0,9,1,3,8,7,7
54,No,Travel_Rarely,1,3,4,3,4,Research Director,4,17328,6,No,4,0,29,3,2,20,12,7
58,No,Travel_Rarely,1,3,4,3,5,Research Director,1,19701,3,Yes,3,1,32,3,3,9,1,5
55,No,Travel_Rarely,1,4,2,4,4,Research Director,4,14732,2,No,4,2,31,4,4,7,0,0
36,No,Travel_Rarely,3,4,1,3,2,Sales Executive,2,9278,3,Yes,4,0,15,3,3,5,0,1
31,Yes,Travel_Frequently,1,4,2,1,1,Sales Representative,3,1359,1,No,2,0,1,3,3,1,0,0
30,No,Travel_Rarely,7,4,4,3,2,Sales Executive,1,4779,7,No,2,2,8,3,3,3,0,2
31,No,Travel_Rarely,8,5,1,3,4,Research Director,2,16422,3,No,3,0,9,3,4,3,1,0
34,No,Travel_Frequently,1,4,4,3,1,Research Scientist,1,2996,5,No,3,2,10,2,3,4,1,3
31,Yes,Travel_Rarely,8,3,1,2,1,Research Scientist,2,1261,1,No,3,0,1,3,4,1,0,0
27,No,Travel_Rarely,11,1,2,3,1,Laboratory Technician,1,2099,0,No,2,0,6,3,4,5,1,4
36,No,Travel_Rarely,4,4,1,2,2,Laboratory Technician,4,5810,1,No,3,0,10,2,2,10,1,8
36,No,Travel_Rarely,16,4,3,2,2,Sales Executive,1,5647,4,No,1,2,11,3,2,3,0,2
47,No,Travel_Rarely,1,3,1,3,1,Research Scientist,4,3420,7,No,3,1,17,2,2,6,1,2
25,Yes,Travel_Rarely,9,2,1,2,1,Sales Representative,1,4400,3,No,1,0,6,2,3,3,2,2
37,No,Non-Travel,5,2,3,4,1,Laboratory Technician,3,3500,0,No,1,0,7,2,1,6,1,3
56,No,Travel_Rarely,1,2,1,3,1,Research Scientist,1,2066,2,No,4,1,5,3,4,3,1,0
47,No,Travel_Rarely,2,4,1,3,4,Research Director,3,17169,3,No,2,2,26,2,4,20,5,6
24,No,Travel_Rarely,4,1,4,3,2,Sales Executive,3,4162,1,Yes,3,2,5,3,3,5,0,3
32,No,Travel_Rarely,7,5,4,3,2,Sales Executive,4,9204,4,No,3,1,7,3,2,4,0,3
34,No,Travel_Rarely,1,3,4,2,1,Laboratory Technician,2,3294,5,No,1,1,7,2,2,5,0,2
41,No,Travel_Rarely,5,5,2,4,1,Research Scientist,3,2127,2,Yes,1,0,7,5,2,4,0,3
40,No,Non-Travel,9,4,3,3,2,Laboratory Technician,3,3975,3,No,3,2,11,2,4,8,0,7
31,No,Travel_Rarely,8,2,1,3,3,Sales Executive,4,10793,1,No,1,1,13,5,3,13,9,9
46,Yes,Travel_Rarely,9,3,1,3,3,Sales Executive,4,10096,4,No,1,1,28,1,4,7,4,3
39,Yes,Non-Travel,2,3,1,2,1,Laboratory Technician,1,3646,2,Yes,2,0,11,2,4,1,0,0
31,Yes,Travel_Frequently,1,5,3,4,3,Manufacturing Director,2,7446,1,No,1,0,10,2,3,10,4,7
45,No,Travel_Rarely,20,3,2,1,3,Healthcare Representative,1,10851,2,Yes,2,1,24,2,3,7,0,7
31,No,Travel_Rarely,8,2,4,4,1,Human Resources,2,2109,9,No,4,0,8,3,3,3,0,2
31,Yes,Travel_Frequently,2,3,2,3,1,Laboratory Technician,4,3722,6,Yes,3,1,7,2,1,2,2,2
45,No,Travel_Rarely,29,3,2,3,3,Manufacturing Director,4,9380,4,Yes,4,2,10,4,4,3,1,2
48,No,Travel_Rarely,7,3,3,3,2,Sales Executive,1,5486,4,No,1,3,15,3,3,2,2,2
34,Yes,Travel_Rarely,9,4,1,3,1,Human Resources,3,2742,1,No,4,0,2,0,3,2,2,2
40,No,Non-Travel,8,1,4,2,3,Research Director,2,13757,2,No,3,1,16,5,3,9,4,8
28,No,Travel_Rarely,5,3,4,3,2,Sales Executive,1,8463,0,No,4,0,6,4,3,5,1,3
44,No,Non-Travel,5,3,3,2,1,Laboratory Technician,3,3162,3,No,4,0,7,5,3,5,0,3
53,No,Travel_Rarely,2,3,4,4,4,Research Director,2,16598,4,No,2,0,35,2,2,9,8,8
49,No,Travel_Rarely,5,4,1,3,2,Healthcare Representative,3,6651,2,No,2,1,20,0,2,3,1,2
40,No,Travel_Rarely,2,3,3,3,1,Research Scientist,3,2345,2,No,3,1,8,3,4,3,1,2
44,No,Travel_Rarely,20,3,4,3,1,Research Scientist,2,3420,1,No,3,0,6,3,2,5,1,3
33,No,Travel_Frequently,7,3,4,3,2,Sales Executive,1,4373,0,No,1,2,5,2,3,4,0,3
34,No,Travel_Rarely,3,3,4,1,2,Sales Executive,1,4759,3,No,4,0,15,2,3,13,3,12
30,No,Travel_Rarely,16,1,4,3,2,Sales Executive,3,5301,8,No,3,2,4,2,2,2,2,2
42,No,Travel_Frequently,9,2,1,3,1,Laboratory Technician,4,3673,1,No,3,0,12,3,3,12,5,8
44,No,Travel_Frequently,1,5,1,3,2,Sales Executive,3,4768,7,No,3,1,11,4,2,1,0,0
30,No,Non-Travel,7,3,3,3,1,Research Scientist,3,1274,1,No,2,2,1,2,2,1,0,0
57,No,Travel_Rarely,1,2,2,4,2,Research Scientist,3,4900,0,No,1,1,13,2,2,12,2,8
49,No,Travel_Rarely,7,4,3,3,3,Healthcare Representative,2,10466,3,No,2,2,29,3,3,8,0,7
34,No,Travel_Frequently,15,3,2,3,4,Research Director,1,17007,7,No,4,2,16,3,2,14,6,9
28,Yes,Travel_Frequently,1,3,1,3,1,Sales Representative,3,2909,3,No,4,1,5,3,4,3,1,2
29,Yes,Travel_Frequently,13,3,1,3,2,Sales Executive,2,5765,5,No,1,0,7,4,1,5,0,0
34,Yes,Travel_Rarely,24,4,1,2,2,Sales Executive,2,4599,0,Yes,3,0,16,2,4,15,10,10
35,No,Travel_Rarely,7,1,4,3,1,Sales Representative,3,2404,1,No,1,1,1,3,3,1,0,0
24,Yes,Travel_Frequently,9,3,2,3,1,Laboratory Technician,1,3172,2,Yes,3,0,4,2,2,0,0,0
24,No,Non-Travel,13,2,4,3,1,Sales Representative,2,2033,1,No,3,1,1,2,3,1,0,0
44,No,Travel_Frequently,2,1,2,3,3,Manufacturing Director,3,10209,5,Yes,2,0,16,2,2,2,2,2
29,No,Travel_Rarely,19,3,3,2,2,Sales Executive,3,8620,1,No,3,2,10,3,3,10,0,4
30,No,Travel_Rarely,1,3,3,3,1,Human Resources,3,2064,0,No,1,1,6,3,4,5,1,3
55,No,Travel_Rarely,4,4,4,3,2,Healthcare Representative,3,4035,0,Yes,2,0,4,2,3,3,1,2
33,No,Travel_Rarely,4,4,1,2,1,Laboratory Technician,2,3838,8,No,4,0,8,5,3,5,0,2
47,No,Travel_Rarely,14,3,3,3,2,Sales Executive,3,4591,3,Yes,3,1,11,4,2,5,1,2
28,Yes,Travel_Frequently,2,2,3,2,1,Laboratory Technician,1,2561,7,No,3,0,8,2,2,0,0,0
28,No,Travel_Rarely,1,3,1,2,1,Research Scientist,3,1563,1,No,4,1,1,2,1,1,0,0
28,No,Travel_Frequently,7,3,3,3,2,Sales Executive,1,4898,0,No,4,0,5,5,3,4,1,3
49,No,Travel_Rarely,3,2,3,2,2,Laboratory Technician,1,4789,4,No,1,1,10,3,3,3,1,2
29,No,Travel_Frequently,2,1,4,3,1,Laboratory Technician,2,3180,0,No,3,3,4,3,3,3,0,2
28,No,Travel_Rarely,29,1,3,1,2,Manufacturing Director,2,6549,1,No,2,2,8,2,2,8,1,7
33,No,Travel_Rarely,8,5,4,3,2,Healthcare Representative,3,6388,2,Yes,1,0,14,6,3,0,0,0
32,No,Travel_Rarely,10,3,3,3,3,Manager,4,11244,2,No,2,0,10,5,4,5,0,0
54,No,Travel_Frequently,11,4,2,3,4,Manager,4,16032,3,No,1,1,26,2,3,14,1,12
29,Yes,Travel_Rarely,1,4,1,2,1,Research Scientist,1,2362,6,No,3,0,11,2,1,9,0,7
44,No,Travel_Rarely,28,3,4,3,4,Research Director,1,16328,3,No,3,1,24,1,4,20,14,17
39,No,Travel_Rarely,6,3,2,3,3,Manufacturing Director,2,8376,4,No,4,0,9,3,3,2,2,2
46,No,Travel_Rarely,3,3,3,3,4,Manager,2,16606,8,No,4,1,23,2,4,13,5,1
35,No,Travel_Rarely,16,3,4,2,3,Healthcare Representative,2,8606,1,No,4,0,11,3,1,11,3,3
23,No,Travel_Rarely,20,1,1,3,2,Laboratory Technician,3,2272,0,No,2,0,5,2,3,4,1,2
40,Yes,Travel_Rarely,9,4,4,3,1,Laboratory Technician,1,2018,3,No,2,0,15,3,1,5,1,0
34,No,Travel_Rarely,1,3,4,2,3,Sales Executive,3,7083,1,Yes,4,0,10,3,3,10,8,6
31,Yes,Travel_Frequently,3,3,4,3,1,Research Scientist,3,4084,1,No,1,0,7,2,1,7,7,7
50,No,Travel_Frequently,22,5,3,1,4,Research Director,4,14411,1,Yes,4,0,32,2,3,32,13,9
34,No,Travel_Rarely,7,2,2,3,1,Sales Representative,3,2308,0,Yes,2,1,12,4,3,11,5,7
42,No,Travel_Rarely,2,3,3,2,1,Laboratory Technician,2,4841,4,No,2,1,4,3,3,1,0,0
37,No,Travel_Rarely,13,3,1,3,2,Research Scientist,4,4285,1,No,1,0,10,2,3,10,3,7
29,No,Travel_Rarely,8,1,3,1,2,Healthcare Representative,1,9715,3,No,3,1,9,3,3,7,0,7
33,No,Travel_Rarely,25,3,4,2,2,Manufacturing Director,2,4320,1,No,4,0,5,2,3,5,0,2
45,No,Travel_Rarely,28,3,4,3,1,Research Scientist,4,2132,4,No,4,1,8,3,3,5,0,3
42,No,Travel_Frequently,2,3,4,3,3,Healthcare Representative,4,10124,2,Yes,3,1,24,3,1,20,13,9
40,No,Travel_Rarely,9,2,1,3,2,Sales Executive,1,5473,0,No,4,0,9,5,4,8,7,1
33,No,Travel_Rarely,28,4,2,3,2,Laboratory Technician,3,5207,1,Yes,2,1,15,3,3,15,5,7
40,No,Travel_Rarely,6,2,3,3,4,Manager,4,16437,1,Yes,4,0,21,2,3,21,7,7
24,No,Travel_Rarely,21,2,3,2,1,Laboratory Technician,1,2296,0,No,2,3,2,3,3,1,0,0
40,No,Non-Travel,8,2,4,3,2,Healthcare Representative,4,4069,3,Yes,3,0,8,2,3,2,2,2
45,No,Travel_Rarely,1,4,1,3,3,Healthcare Representative,2,7441,1,No,1,3,10,4,3,10,7,7
35,No,Travel_Rarely,28,4,2,2,1,Sales Representative,3,2430,0,No,1,2,6,5,3,5,4,2
32,No,Travel_Rarely,5,2,4,2,2,Research Scientist,2,5878,3,No,1,1,12,2,3,7,2,5
36,No,Travel_Rarely,2,4,3,3,1,Sales Representative,4,2644,3,Yes,4,0,7,3,2,3,1,2
48,No,Travel_Rarely,16,4,3,3,2,Sales Executive,3,6439,8,No,3,1,18,2,3,8,7,7
29,No,Travel_Rarely,9,3,3,4,1,Research Scientist,3,2451,6,No,1,2,5,2,2,1,0,0
33,No,Travel_Rarely,8,4,1,3,2,Sales Executive,1,6392,2,No,4,1,8,6,1,2,2,2
30,Yes,Travel_Rarely,1,3,2,2,2,Sales Executive,1,9714,1,No,4,1,10,4,3,10,6,7
38,No,Travel_Frequently,10,4,3,3,2,Human Resources,3,6077,3,No,3,0,10,2,3,6,1,2
35,No,Travel_Rarely,1,3,4,2,1,Laboratory Technician,1,2450,1,No,2,0,3,3,3,3,1,2
30,No,Travel_Rarely,29,4,3,3,3,Sales Executive,2,9250,3,No,2,1,9,3,3,4,1,3
35,Yes,Travel_Rarely,2,3,1,3,1,Laboratory Technician,1,2074,1,Yes,4,1,1,2,3,1,0,0
53,Yes,Travel_Rarely,2,5,3,2,3,Manufacturing Director,4,10169,0,No,2,1,34,4,3,33,1,9
38,Yes,Travel_Rarely,2,3,3,3,2,Manufacturing Director,2,4855,4,No,1,2,7,2,3,5,1,4
32,No,Non-Travel,1,4,4,3,2,Research Scientist,1,4087,4,No,2,1,9,3,2,6,1,2
48,No,Travel_Rarely,15,4,3,3,1,Research Scientist,1,2367,8,No,4,1,10,3,2,8,7,6
34,No,Travel_Rarely,7,4,1,3,1,Research Scientist,4,2972,1,No,3,0,1,4,1,1,0,0
55,No,Travel_Rarely,26,5,3,2,5,Manager,4,19586,1,No,3,1,36,3,3,36,2,13
34,No,Travel_Rarely,1,4,2,3,2,Research Scientist,4,5484,9,No,2,1,9,3,2,2,2,1
26,No,Travel_Rarely,3,3,1,3,1,Research Scientist,4,2061,1,No,1,0,1,5,3,1,0,0
38,No,Travel_Rarely,14,3,3,3,2,Sales Executive,2,9924,0,No,4,1,10,3,3,9,7,7
38,No,Travel_Rarely,16,3,2,3,2,Sales Executive,2,4198,2,No,2,0,8,5,4,3,1,2
36,No,Travel_Rarely,1,4,2,3,2,Sales Executive,3,6815,6,No,1,0,15,5,3,1,0,0
29,No,Travel_Rarely,3,1,2,3,1,Laboratory Technician,1,4723,1,Yes,4,0,10,3,3,10,1,5
35,No,Travel_Rarely,10,4,1,3,2,Healthcare Representative,3,6142,3,Yes,3,0,10,4,3,5,0,4
39,No,Travel_Rarely,6,3,4,4,3,Sales Executive,3,8237,2,No,1,1,11,3,3,7,7,6
29,No,Travel_Frequently,2,1,1,3,2,Healthcare Representative,4,8853,1,No,4,1,6,0,4,6,1,3
50,No,Travel_Rarely,9,3,3,3,5,Manager,3,19331,4,Yes,3,1,27,2,3,1,0,0
23,No,Travel_Rarely,10,3,4,4,1,Research Scientist,3,2073,2,No,4,1,4,2,3,2,2,2
36,No,Travel_Frequently,6,4,1,4,2,Laboratory Technician,1,5562,3,Yes,4,1,9,3,3,3,0,2
42,No,Travel_Rarely,9,2,4,2,5,Manager,4,19613,8,No,4,0,24,2,3,1,0,1
35,No,Travel_Rarely,28,3,2,4,2,Laboratory Technician,3,3407,1,No,4,2,10,3,2,10,6,8
34,No,Travel_Frequently,10,4,4,2,2,Healthcare Representative,3,5063,1,No,2,1,8,3,2,8,7,7
40,No,Travel_Rarely,14,2,4,3,2,Sales Executive,1,4639,1,No,3,1,5,2,3,5,1,2
43,No,Travel_Rarely,27,3,4,4,1,Laboratory Technician,2,4876,5,No,3,1,8,0,3,6,0,2
35,No,Travel_Rarely,7,2,3,2,1,Laboratory Technician,4,2690,1,No,4,1,1,5,2,1,0,1
46,No,Travel_Rarely,1,4,4,4,4,Manager,1,17567,1,No,2,0,27,5,1,26,0,12
28,Yes,Travel_Rarely,24,3,3,3,1,Laboratory Technician,2,2408,1,Yes,3,3,1,3,3,1,0,0
22,No,Non-Travel,26,2,2,2,1,Research Scientist,3,2814,1,Yes,2,0,4,2,2,4,1,3
50,No,Travel_Frequently,20,5,2,3,4,Healthcare Representative,3,11245,2,Yes,3,1,32,3,3,30,12,13
32,No,Travel_Rarely,5,4,2,4,1,Research Scientist,4,3312,3,No,4,2,6,3,3,3,0,2
44,No,Travel_Rarely,7,3,2,3,5,Research Director,4,19049,0,Yes,4,1,23,4,2,22,1,10
30,No,Travel_Rarely,7,3,2,2,1,Research Scientist,2,2141,1,No,2,1,6,3,2,6,1,1
45,No,Travel_Rarely,5,5,3,1,2,Laboratory Technician,1,5769,1,Yes,1,0,10,3,3,10,1,4
45,No,Non-Travel,26,3,1,2,2,Sales Executive,1,4385,1,No,1,1,10,2,3,10,4,5
31,No,Travel_Frequently,2,4,4,3,2,Sales Executive,1,5332,7,No,4,0,10,3,3,5,0,3
36,No,Travel_Rarely,12,4,3,3,2,Manufacturing Director,3,4663,9,Yes,2,2,7,2,3,3,1,1
34,No,Travel_Frequently,10,4,3,4,2,Manufacturing Director,4,4724,1,No,1,1,9,3,3,9,7,2
49,No,Travel_Rarely,25,4,3,3,1,Laboratory Technician,1,3211,1,No,4,1,10,3,2,9,1,4
39,No,Travel_Rarely,10,5,2,3,2,Manufacturing Director,1,5377,2,No,4,3,10,3,3,7,7,7
27,No,Travel_Rarely,19,3,4,2,1,Laboratory Technician,1,4066,1,No,1,2,7,3,3,7,0,7
35,No,Travel_Rarely,18,5,2,4,2,Research Scientist,1,5208,1,No,4,0,16,2,3,16,1,10
28,No,Travel_Rarely,27,3,2,1,2,Manufacturing Director,1,4877,0,No,2,1,6,5,2,5,0,0
21,No,Travel_Rarely,5,1,3,3,1,Research Scientist,4,3117,1,No,3,0,3,2,3,2,2,2
18,Yes,Travel_Frequently,3,2,2,3,1,Sales Representative,4,1569,1,Yes,3,0,0,2,4,0,0,0
47,No,Travel_Rarely,26,4,4,3,5,Manager,3,19658,3,No,3,1,27,2,3,5,1,0
39,No,Travel_Rarely,3,2,3,2,2,Laboratory Technician,3,3069,0,No,4,1,11,3,3,10,0,7
40,No,Travel_Rarely,15,3,1,2,3,Manufacturing Director,3,10435,1,No,4,2,18,2,3,18,14,12
35,No,Non-Travel,8,4,3,3,2,Healthcare Representative,3,4148,1,No,4,1,15,5,3,14,2,9
37,No,Travel_Rarely,19,3,3,3,2,Manufacturing Director,3,5768,3,No,1,3,9,2,2,4,0,2
39,No,Travel_Frequently,4,3,1,3,2,Manufacturing Director,3,5042,0,No,4,0,10,2,1,9,3,8
45,No,Travel_Rarely,2,2,4,2,2,Manufacturing Director,4,5770,1,No,1,2,10,3,3,10,3,9
38,No,Travel_Rarely,2,2,4,2,3,Manufacturing Director,3,7756,3,Yes,4,1,10,6,4,5,0,2
35,Yes,Travel_Rarely,10,3,4,2,3,Sales Executive,1,10306,9,No,3,0,15,3,3,13,6,0
37,No,Travel_Rarely,10,3,2,3,1,Research Scientist,2,3936,1,No,1,1,8,2,1,8,7,7
40,No,Travel_Rarely,16,3,3,3,3,Manufacturing Director,4,7945,6,Yes,4,0,18,2,2,4,3,3
44,No,Travel_Frequently,1,5,1,3,2,Human Resources,4,5743,4,Yes,3,0,14,3,3,10,0,2
48,No,Travel_Frequently,4,5,3,2,4,Manager,4,15202,2,No,2,1,23,3,3,2,2,2
35,Yes,Travel_Rarely,15,2,1,1,2,Sales Executive,4,5440,6,Yes,4,2,7,2,2,2,2,2
24,No,Travel_Frequently,2,1,1,3,1,Research Scientist,4,3760,1,Yes,3,0,6,2,3,6,1,3
27,No,Travel_Rarely,8,3,2,4,1,Research Scientist,3,3517,7,No,1,0,5,0,3,3,0,2
27,No,Travel_Frequently,2,3,4,3,1,Research Scientist,4,2580,2,No,3,0,6,0,2,4,1,2
40,Yes,Travel_Rarely,7,3,1,3,1,Laboratory Technician,1,2166,3,Yes,2,0,10,3,1,4,0,3
29,No,Travel_Rarely,10,3,3,2,2,Sales Executive,3,5869,9,No,3,0,8,2,3,5,1,4
36,No,Travel_Rarely,5,4,2,3,3,Healthcare Representative,1,8008,4,No,3,2,9,6,3,3,0,2
25,No,Travel_Frequently,2,1,4,4,2,Manufacturing Director,3,5206,1,No,3,2,7,6,3,7,0,7
39,No,Travel_Rarely,12,3,4,3,2,Manufacturing Director,2,5295,4,No,3,0,7,3,3,5,1,0
49,No,Travel_Rarely,22,4,1,3,4,Research Director,2,16413,3,No,2,2,27,2,3,4,1,2
50,No,Travel_Rarely,17,5,4,2,3,Research Director,1,13269,5,No,3,3,19,3,3,14,1,11
20,No,Travel_Rarely,2,3,3,3,1,Sales Representative,3,2783,1,No,1,0,2,3,3,2,2,2
34,No,Travel_Rarely,3,3,4,3,2,Research Scientist,2,5433,1,No,3,1,11,2,3,11,7,9
36,No,Travel_Rarely,7,3,1,3,1,Laboratory Technician,2,2013,2,No,3,0,15,4,3,4,1,3
49,No,Travel_Rarely,6,1,3,2,4,Healthcare Representative,3,13966,2,Yes,2,1,30,3,3,15,2,12
36,No,Non-Travel,1,4,4,2,2,Manufacturing Director,3,4374,0,No,3,0,4,6,3,3,1,2
36,No,Travel_Rarely,3,2,4,4,2,Healthcare Representative,1,6842,6,No,1,1,13,3,3,5,0,4
54,No,Travel_Rarely,22,5,2,3,4,Manager,3,17426,3,No,3,1,36,6,3,10,4,7
43,No,Travel_Rarely,15,2,3,2,4,Research Director,3,17603,1,No,1,1,14,3,3,14,6,11
35,Yes,Travel_Frequently,12,4,4,3,2,Sales Executive,4,4581,3,Yes,1,0,13,2,4,11,6,7
38,No,Travel_Frequently,1,3,4,3,2,Research Scientist,4,4735,7,No,4,2,19,4,4,13,2,9
29,No,Travel_Rarely,5,3,1,2,2,Sales Executive,2,4187,1,Yes,2,1,10,3,2,10,0,9
33,No,Travel_Rarely,2,4,4,3,2,Sales Executive,4,5505,1,No,3,2,6,5,3,6,0,4
32,No,Travel_Rarely,2,3,4,3,2,Research Scientist,2,5470,0,No,3,2,10,4,2,9,1,6
31,No,Travel_Rarely,5,4,1,3,2,Sales Executive,4,5476,1,No,1,2,10,2,3,10,0,2
49,No,Travel_Rarely,16,3,4,3,1,Laboratory Technician,1,2587,4,Yes,2,1,17,2,2,2,2,2
38,No,Travel_Frequently,2,3,4,2,1,Laboratory Technician,2,2440,1,No,2,0,4,3,3,4,3,3
47,No,Travel_Rarely,2,4,2,4,4,Manager,2,15972,6,No,3,3,29,2,3,3,1,2
49,No,Travel_Rarely,1,3,3,3,4,Manager,3,15379,4,No,1,0,23,2,3,8,0,0
41,No,Travel_Rarely,23,2,4,3,3,Sales Executive,3,7082,3,Yes,4,0,21,2,3,2,0,2
20,No,Travel_Rarely,9,1,4,3,1,Sales Representative,1,2728,1,No,1,0,2,3,3,2,0,2
33,No,Non-Travel,16,3,3,3,2,Sales Executive,4,5368,1,Yes,3,1,7,2,3,6,1,2
36,No,Travel_Rarely,26,4,1,3,2,Healthcare Representative,3,5347,6,No,2,2,10,2,2,3,0,2
44,No,Travel_Rarely,1,3,3,3,1,Human Resources,4,3195,4,Yes,1,3,8,2,3,2,2,2
23,Yes,Travel_Rarely,8,1,4,2,1,Laboratory Technician,3,3989,1,Yes,1,0,5,2,3,5,1,2
38,No,Travel_Rarely,4,2,4,3,1,Laboratory Technician,3,3306,7,No,4,1,7,5,2,0,0,0
53,No,Travel_Rarely,24,4,2,4,3,Healthcare Representative,4,7005,3,No,3,0,11,2,3,4,1,2
48,Yes,Travel_Frequently,7,2,4,3,1,Sales Representative,3,2655,2,Yes,3,2,19,3,3,9,7,7
32,Yes,Travel_Rarely,2,4,4,3,1,Laboratory Technician,2,1393,1,No,1,0,1,2,3,1,0,0
26,No,Non-Travel,7,3,4,3,1,Laboratory Technician,4,2570,1,No,3,0,7,5,3,7,5,7
55,No,Travel_Rarely,22,3,1,2,1,Research Scientist,2,3537,5,No,4,1,8,1,3,4,1,2
34,No,Travel_Rarely,5,2,2,2,2,Laboratory Technician,4,3986,1,No,3,1,15,3,4,15,4,13
60,No,Travel_Rarely,1,4,3,1,3,Healthcare Representative,4,10883,3,No,3,1,19,2,4,1,0,0
33,No,Travel_Rarely,21,3,2,4,1,Laboratory Technician,2,2028,1,No,4,3,14,6,3,14,2,13
37,No,Travel_Frequently,1,4,3,1,2,Sales Executive,4,9525,1,No,3,2,6,2,2,6,1,3
34,No,Travel_Rarely,19,3,2,2,1,Research Scientist,4,2929,1,No,2,0,10,3,3,10,8,7
23,Yes,Travel_Rarely,7,3,3,3,1,Sales Representative,4,2275,1,Yes,2,1,3,2,3,3,0,2
44,No,Travel_Rarely,2,3,3,4,3,Healthcare Representative,4,7879,1,Yes,2,1,9,2,3,8,6,7
35,No,Travel_Frequently,2,4,1,2,1,Research Scientist,4,4930,0,Yes,3,0,6,2,4,5,1,4
43,No,Travel_Rarely,2,3,4,3,2,Sales Executive,4,7847,1,Yes,1,1,10,3,3,10,8,8
24,No,Travel_Rarely,9,3,3,4,1,Research Scientist,3,4401,1,No,4,1,5,1,3,5,0,4
41,No,Travel_Rarely,6,3,4,3,3,Sales Executive,3,9241,1,No,2,0,10,3,3,10,8,7
29,No,Travel_Rarely,9,4,4,3,1,Laboratory Technician,3,2974,9,No,3,1,9,2,3,5,1,2
36,No,Travel_Rarely,2,4,3,3,2,Sales Representative,4,4502,3,No,3,0,17,2,2,13,6,7
45,No,Non-Travel,1,1,3,2,3,Healthcare Representative,3,10748,3,No,4,1,25,3,2,23,14,4
24,Yes,Travel_Rarely,22,1,4,1,1,Human Resources,3,1555,1,No,3,1,1,2,3,1,0,0
47,Yes,Travel_Frequently,9,3,3,1,4,Sales Executive,3,12936,7,No,3,0,25,3,1,23,14,10
26,No,Travel_Rarely,17,4,4,1,1,Laboratory Technician,3,2305,1,No,3,3,3,3,4,3,0,2
45,No,Travel_Rarely,28,2,4,2,4,Research Director,2,16704,1,No,3,0,21,2,3,21,8,6
